# Formato: id;titolo;genere;regista;anno;durata;etaMinima;dataOra;costo
6876;La vita è bella;Comedy;Roberto Benigni;1997;116;0;2020-03-30 10:30;7.0
6877;Festen;Drama;Thomas Vinterberg;1998;105;16;2020-03-29 18:00;10.0
6878;Annie Hall;Comedy;Woody Allen;1977;93;12;2020-03-29 15:30;8.0
6879;Crimes and Misdemeanors;Comedy;Woody Allen;1989;104;12;2020-03-29 13:00;7.0
6880;Blade Runner;Action;Ridley Scott;1982;117;12;2020-03-29 10:30;8.5
6881;The Sixth Sense;Drama;M. Night Shyamalan;1999;107;12;2020-03-28 19:30;9.5
6882;Blade Runner;Action;Ridley Scott;1982;117;12;2020-03-28 17:00;7.0
6883;The Lion in Winter;Biography;Anthony Harvey;1968;134;6;2020-03-28 14:00;8.0
6884;JFK;Drama;Oliver Stone;1991;189;12;2020-03-28 10:00;8.0
6885;White Heat;Action;Raoul Walsh;1949;114;12;2020-03-27 10:00;7.0
6886;Toy Story;Animation;John Lasseter;1995;81;0;2020-03-26 13:00;8.0
6887;The Shop Around the Corner;Comedy;Ernst Lubitsch;1940;99;12;2020-03-26 10:30;8.5
6888;Sling Blade;Drama;Billy Bob Thornton;1996;135;16;2020-03-25 15:30;7.0
6889;Stagecoach;Adventure;John Ford;1939;96;12;2020-03-25 13:00;7.5
6890;The Sixth Sense;Drama;M. Night Shyamalan;1999;107;12;2020-03-25 10:30;8.5
6891;The Sixth Sense;Drama;M. Night Shyamalan;1999;107;12;2020-03-24 18:00;10.0
6892;JFK;Drama;Oliver Stone;1991;189;12;2020-03-24 14:00;8.0
6893;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2020-03-24 10:00;6.5
6894;Mr. Smith Goes to Washington;Comedy;Frank Capra;1939;129;12;2020-03-23 13:30;7.5
6895;Batoru rowaiaru;Action;Kinji Fukasaku;2000;114;12;2020-03-23 10:30;8.5
6896;Glengarry Glen Ross;Crime;James Foley;1992;100;16;2020-03-22 15:00;8.5
6897;Blade Runner;Action;Ridley Scott;1982;117;12;2020-03-22 12:30;7.0
6898;Sweet Smell of Success;Drama;Alexander Mackendrick;1957;96;12;2020-03-22 10:00;8.0
6899;Groundhog Day;Comedy;Harold Ramis;1993;101;0;2020-03-21 20:00;10.0
6900;White Heat;Action;Raoul Walsh;1949;114;12;2020-03-21 17:30;8.5
6901;Sling Blade;Drama;Billy Bob Thornton;1996;135;16;2020-03-21 14:30;8.0
6902;JFK;Drama;Oliver Stone;1991;189;12;2020-03-21 10:30;8.0
6903;A Bronx Tale;Crime;Robert De Niro;1993;121;16;2020-03-20 10:30;8.0
6904;White Heat;Action;Raoul Walsh;1949;114;12;2020-03-19 13:30;6.5
6905;The Lion in Winter;Biography;Anthony Harvey;1968;134;6;2020-03-19 10:30;7.5
6906;Mr. Smith Goes to Washington;Comedy;Frank Capra;1939;129;12;2020-03-18 15:30;7.5
6907;Festen;Drama;Thomas Vinterberg;1998;105;16;2020-03-18 13:00;7.5
6908;Sling Blade;Drama;Billy Bob Thornton;1996;135;16;2020-03-18 10:00;7.0
6909;The Shop Around the Corner;Comedy;Ernst Lubitsch;1940;99;12;2020-03-17 15:30;7.0
6910;Sling Blade;Drama;Billy Bob Thornton;1996;135;16;2020-03-17 12:30;7.5
6911;Groundhog Day;Comedy;Harold Ramis;1993;101;0;2020-03-17 10:00;8.0
6912;White Heat;Action;Raoul Walsh;1949;114;12;2020-03-16 10:00;8.0
6913;Sweet Smell of Success;Drama;Alexander Mackendrick;1957;96;12;2020-03-15 18:30;9.5
6914;Festen;Drama;Thomas Vinterberg;1998;105;16;2020-03-15 16:00;7.0
6915;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;2020-03-15 13:00;6.5
6916;The Adventures of Robin Hood;Action;Michael Curtiz;1938;102;6;2020-03-15 10:30;7.0
6917;Sling Blade;Drama;Billy Bob Thornton;1996;135;16;2020-03-14 16:00;8.0
6918;Festen;Drama;Thomas Vinterberg;1998;105;16;2020-03-14 13:30;7.5
6919;Blade Runner;Action;Ridley Scott;1982;117;12;2020-03-14 10:30;7.5
6920;Blade Runner;Action;Ridley Scott;1982;117;12;2020-03-13 13:00;7.5
6921;Batoru rowaiaru;Action;Kinji Fukasaku;2000;114;12;2020-03-13 10:00;7.5
6922;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;2020-03-12 17:00;6.5
6923;JFK;Drama;Oliver Stone;1991;189;12;2020-03-12 13:00;8.0
6924;Sweet Smell of Success;Drama;Alexander Mackendrick;1957;96;12;2020-03-12 10:30;7.0
6925;L.A. Confidential;Crime;Curtis Hanson;1997;138;12;2020-03-11 16:00;7.5
6926;Blade Runner;Action;Ridley Scott;1982;117;12;2020-03-11 13:00;7.5
6927;Kurenai no buta;Animation;Hayao Miyazaki;1992;94;0;2020-03-11 10:30;7.5
6928;Mr. Smith Goes to Washington;Comedy;Frank Capra;1939;129;12;2020-03-10 17:00;8.0
6929;JFK;Drama;Oliver Stone;1991;189;12;2020-03-10 13:00;6.5
6930;The Sixth Sense;Drama;M. Night Shyamalan;1999;107;12;2020-03-10 10:30;7.0
6931;Manbiki kazoku;Crime;Hirokazu Koreeda;2018;121;12;2020-03-09 17:00;6.5
6932;The Shop Around the Corner;Comedy;Ernst Lubitsch;1940;99;12;2020-03-09 14:30;8.5
6933;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2020-03-09 10:30;7.0
6934;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;2020-03-08 20:00;8.5
6935;Sweet Smell of Success;Drama;Alexander Mackendrick;1957;96;12;2020-03-08 17:30;8.0
6936;JFK;Drama;Oliver Stone;1991;189;12;2020-03-08 13:30;6.5
6937;L.A. Confidential;Crime;Curtis Hanson;1997;138;12;2020-03-08 10:30;7.0
6938;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;2020-03-07 15:30;6.5
6939;Festen;Drama;Thomas Vinterberg;1998;105;16;2020-03-07 13:00;7.0
6940;Batoru rowaiaru;Action;Kinji Fukasaku;2000;114;12;2020-03-07 10:00;7.5
6941;The Lion in Winter;Biography;Anthony Harvey;1968;134;6;2020-03-06 17:00;7.5
6942;JFK;Drama;Oliver Stone;1991;189;12;2020-03-06 13:00;7.0
6943;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;2020-03-06 10:00;6.5
6944;Braveheart;Biography;Mel Gibson;1995;178;12;2020-03-05 10:30;8.0
6945;JFK;Drama;Oliver Stone;1991;189;12;2020-03-04 13:00;8.0
6946;Mr. Smith Goes to Washington;Comedy;Frank Capra;1939;129;12;2020-03-04 10:00;7.5
6947;A Clockwork Orange;Crime;Stanley Kubrick;1971;136;12;2020-03-03 12:00;7.5
6948;Vivre sa vie: Film en douze tableaux;Drama;Jean-Luc Godard;1962;80;12;2020-03-03 10:00;7.0
6949;Sweet Smell of Success;Drama;Alexander Mackendrick;1957;96;12;2020-03-02 15:00;8.0
6950;Crimes and Misdemeanors;Comedy;Woody Allen;1989;104;12;2020-03-02 12:30;8.0
6951;Crimes and Misdemeanors;Comedy;Woody Allen;1989;104;12;2020-03-02 10:00;8.5
6952;A Bronx Tale;Crime;Robert De Niro;1993;121;16;2020-03-01 19:30;10.0
6953;Once Upon a Time... in Hollywood;Comedy;Quentin Tarantino;2019;161;12;2020-03-01 16:00;7.0
6954;The Manchurian Candidate;Drama;John Frankenheimer;1962;126;12;2020-03-01 13:00;6.5
6955;Sweet Smell of Success;Drama;Alexander Mackendrick;1957;96;12;2020-03-01 10:30;7.5
6956;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2020-02-29 20:00;9.0
6957;Dancer in the Dark;Crime;Lars von Trier;2000;140;0;2020-02-29 17:00;8.5
6958;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2020-02-29 13:00;8.5
6959;A Clockwork Orange;Crime;Stanley Kubrick;1971;136;12;2020-02-29 10:00;8.0
6960;La vita è bella;Comedy;Roberto Benigni;1997;116;0;2020-02-28 15:00;8.0
6961;Groundhog Day;Comedy;Harold Ramis;1993;101;0;2020-02-28 12:30;7.5
6962;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2020-02-28 10:00;7.0
6963;Batoru rowaiaru;Action;Kinji Fukasaku;2000;114;12;2020-02-27 10:30;6.5
6964;Les quatre cents coups;Crime;François Truffaut;1959;99;12;2020-02-26 16:00;7.0
6965;The Lion in Winter;Biography;Anthony Harvey;1968;134;6;2020-02-26 13:00;7.5
6966;La vita è bella;Comedy;Roberto Benigni;1997;116;0;2020-02-26 10:30;7.5
6967;Il conformista;Drama;Bernardo Bertolucci;1970;113;12;2020-02-25 14:30;8.5
6968;Braveheart;Biography;Mel Gibson;1995;178;12;2020-02-25 10:30;7.5
6969;Manbiki kazoku;Crime;Hirokazu Koreeda;2018;121;12;2020-02-24 10:00;7.5
6970;Il conformista;Drama;Bernardo Bertolucci;1970;113;12;2020-02-23 16:30;7.5
6971;Braveheart;Biography;Mel Gibson;1995;178;12;2020-02-23 12:30;7.5
6972;La vita è bella;Comedy;Roberto Benigni;1997;116;0;2020-02-23 10:00;7.5
6973;L.A. Confidential;Crime;Curtis Hanson;1997;138;12;2020-02-22 17:00;6.5
6974;Braveheart;Biography;Mel Gibson;1995;178;12;2020-02-22 13:00;8.0
6975;White Heat;Action;Raoul Walsh;1949;114;12;2020-02-22 10:00;8.0
6976;Les quatre cents coups;Crime;François Truffaut;1959;99;12;2020-02-21 15:30;7.5
6977;Groundhog Day;Comedy;Harold Ramis;1993;101;0;2020-02-21 13:00;6.5
6978;A Bronx Tale;Crime;Robert De Niro;1993;121;16;2020-02-21 10:00;6.5
6979;Lost Highway;Mystery;David Lynch;1997;134;12;2020-02-20 12:30;6.5
6980;Kurenai no buta;Animation;Hayao Miyazaki;1992;94;0;2020-02-20 10:00;7.0
6981;The Godfather: Part II;Crime;Francis Ford Coppola;1974;202;12;2020-02-19 10:30;8.0
6982;Les quatre cents coups;Crime;François Truffaut;1959;99;12;2020-02-18 13:00;8.0
6983;Il conformista;Drama;Bernardo Bertolucci;1970;113;12;2020-02-18 10:00;7.5
6984;Planes, Trains & Automobiles;Comedy;John Hughes;1987;93;0;2020-02-17 16:00;7.0
6985;A Bronx Tale;Crime;Robert De Niro;1993;121;16;2020-02-17 13:00;8.0
6986;Sweet Smell of Success;Drama;Alexander Mackendrick;1957;96;12;2020-02-17 10:30;7.5
6987;Kurenai no buta;Animation;Hayao Miyazaki;1992;94;0;2020-02-16 16:30;7.0
6988;A Clockwork Orange;Crime;Stanley Kubrick;1971;136;12;2020-02-16 13:30;8.5
6989;Lost Highway;Mystery;David Lynch;1997;134;12;2020-02-16 10:30;7.0
6990;Lost Highway;Mystery;David Lynch;1997;134;12;2020-02-15 18:00;9.0
6991;La dolce vita;Comedy;Federico Fellini;1960;174;12;2020-02-15 14:30;8.5
6992;The Godfather: Part II;Crime;Francis Ford Coppola;1974;202;12;2020-02-15 10:00;7.0
6993;The Matrix;Action;Lana Wachowski;1999;136;12;2020-02-14 13:30;7.5
6994;Once Upon a Time... in Hollywood;Comedy;Quentin Tarantino;2019;161;12;2020-02-14 10:00;6.5
6995;Il conformista;Drama;Bernardo Bertolucci;1970;113;12;2020-02-13 10:30;6.5
6996;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2020-02-12 15:30;8.5
6997;The Adventures of Robin Hood;Action;Michael Curtiz;1938;102;6;2020-02-12 13:00;8.5
6998;Badlands;Action;Terrence Malick;1973;94;6;2020-02-12 10:30;8.0
6999;The Little Mermaid;Animation;Ron Clements;1989;83;0;2020-02-11 14:00;6.5
7000;Once Upon a Time... in Hollywood;Comedy;Quentin Tarantino;2019;161;12;2020-02-11 10:30;7.0
7001;Lawrence of Arabia;Adventure;David Lean;1962;228;0;2020-02-10 15:30;7.5
7002;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;2020-02-10 13:00;7.0
7003;The Game;Action;David Fincher;1997;129;12;2020-02-10 10:00;7.5
7004;Kurenai no buta;Animation;Hayao Miyazaki;1992;94;0;2020-02-09 17:30;8.5
7005;Lawrence of Arabia;Adventure;David Lean;1962;228;0;2020-02-09 13:00;7.0
7006;Lock, Stock and Two Smoking Barrels;Action;Guy Ritchie;1998;107;12;2020-02-09 10:30;7.0
7007;Kurenai no buta;Animation;Hayao Miyazaki;1992;94;0;2020-02-08 17:00;8.5
7008;Once Upon a Time... in Hollywood;Comedy;Quentin Tarantino;2019;161;12;2020-02-08 13:30;6.5
7009;The Matrix;Action;Lana Wachowski;1999;136;12;2020-02-08 10:30;6.5
7010;Frankenstein;Drama;James Whale;1931;70;12;2020-02-07 16:00;8.0
7011;Cat on a Hot Tin Roof;Drama;Richard Brooks;1958;108;12;2020-02-07 13:30;8.0
7012;A Clockwork Orange;Crime;Stanley Kubrick;1971;136;12;2020-02-07 10:30;7.0
7013;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2020-02-06 13:00;8.0
7014;Green Book;Biography;Peter Farrelly;2018;130;12;2020-02-06 10:00;7.5
7015;A Clockwork Orange;Crime;Stanley Kubrick;1971;136;12;2020-02-05 13:30;7.5
7016;La dolce vita;Comedy;Federico Fellini;1960;174;12;2020-02-05 10:00;8.0
7017;Lock, Stock and Two Smoking Barrels;Action;Guy Ritchie;1998;107;12;2020-02-04 10:00;7.0
7018;The Matrix;Action;Lana Wachowski;1999;136;12;2020-02-03 17:30;6.5
7019;Lawrence of Arabia;Adventure;David Lean;1962;228;0;2020-02-03 13:00;8.0
7020;Lock, Stock and Two Smoking Barrels;Action;Guy Ritchie;1998;107;12;2020-02-03 10:30;8.5
7021;Il conformista;Drama;Bernardo Bertolucci;1970;113;12;2020-02-02 19:30;9.5
7022;Lawrence of Arabia;Adventure;David Lean;1962;228;0;2020-02-02 15:00;7.0
7023;Kurenai no buta;Animation;Hayao Miyazaki;1992;94;0;2020-02-02 12:30;7.0
7024;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;2020-02-02 10:00;8.5
7025;The Matrix;Action;Lana Wachowski;1999;136;12;2020-02-01 15:00;6.5
7026;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2020-02-01 12:30;8.0
7027;Lock, Stock and Two Smoking Barrels;Action;Guy Ritchie;1998;107;12;2020-02-01 10:00;7.5
7028;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2020-01-31 13:00;7.5
7029;Dom za vesanje;Comedy;Emir Kusturica;1988;142;16;2020-01-31 10:00;6.5
7030;Les quatre cents coups;Crime;François Truffaut;1959;99;12;2020-01-30 14:30;7.5
7031;Cat on a Hot Tin Roof;Drama;Richard Brooks;1958;108;12;2020-01-30 12:00;8.0
7032;Frankenstein;Drama;James Whale;1931;70;12;2020-01-30 10:00;8.0
7033;Ford v Ferrari;Action;James Mangold;2019;152;12;2020-01-29 15:00;7.5
7034;The Matrix;Action;Lana Wachowski;1999;136;12;2020-01-29 12:00;6.5
7035;Vivre sa vie: Film en douze tableaux;Drama;Jean-Luc Godard;1962;80;12;2020-01-29 10:00;7.0
7036;Green Book;Biography;Peter Farrelly;2018;130;12;2020-01-28 15:00;6.5
7037;Frankenstein;Drama;James Whale;1931;70;12;2020-01-28 13:00;7.5
7038;The Matrix;Action;Lana Wachowski;1999;136;12;2020-01-28 10:00;8.0
7039;The Little Mermaid;Animation;Ron Clements;1989;83;0;2020-01-27 10:00;6.5
7040;Ford v Ferrari;Action;James Mangold;2019;152;12;2020-01-26 16:30;8.0
7041;Ran;Action;Akira Kurosawa;1985;162;0;2020-01-26 13:00;7.0
7042;The Matrix;Action;Lana Wachowski;1999;136;12;2020-01-26 10:00;8.0
7043;The Matrix;Action;Lana Wachowski;1999;136;12;2020-01-25 16:00;7.0
7044;Kurenai no buta;Animation;Hayao Miyazaki;1992;94;0;2020-01-25 13:30;8.5
7045;Dom za vesanje;Comedy;Emir Kusturica;1988;142;16;2020-01-25 10:00;7.0
7046;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2020-01-24 10:00;8.0
7047;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2020-01-23 18:30;9.0
7048;Lawrence of Arabia;Adventure;David Lean;1962;228;0;2020-01-23 14:00;8.5
7049;Casino;Crime;Martin Scorsese;1995;178;12;2020-01-23 10:00;8.5
7050;Mad Max 2;Action;George Miller;1981;96;12;2020-01-22 10:00;8.5
7051;The Little Mermaid;Animation;Ron Clements;1989;83;0;2020-01-21 14:30;7.5
7052;The Little Mermaid;Animation;Ron Clements;1989;83;0;2020-01-21 12:30;6.5
7053;Lock, Stock and Two Smoking Barrels;Action;Guy Ritchie;1998;107;12;2020-01-21 10:00;6.5
7054;A Few Good Men;Drama;Rob Reiner;1992;138;0;2020-01-20 10:00;7.5
7055;To Kill a Mockingbird;Crime;Robert Mulligan;1962;129;0;2020-01-19 16:00;7.0
7056;Green Book;Biography;Peter Farrelly;2018;130;12;2020-01-19 13:00;8.0
7057;Zulu;Drama;Cy Endfield;1964;138;0;2020-01-19 10:00;8.0
7058;The Matrix;Action;Lana Wachowski;1999;136;12;2020-01-18 20:00;8.5
7059;Ford v Ferrari;Action;James Mangold;2019;152;12;2020-01-18 16:30;6.5
7060;The Matrix;Action;Lana Wachowski;1999;136;12;2020-01-18 13:30;6.5
7061;Mary Poppins;Comedy;Robert Stevenson;1964;139;0;2020-01-18 10:30;6.5
7062;Secrets & Lies;Comedy;Mike Leigh;1996;136;0;2020-01-17 10:00;8.5
7063;Avengers: Infinity War;Action;Anthony Russo;2018;149;12;2020-01-16 10:00;8.5
7064;The Longest Day;Action;Ken Annakin;1962;178;0;2020-01-15 17:00;8.5
7065;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2020-01-15 14:00;8.5
7066;The Longest Day;Action;Ken Annakin;1962;178;0;2020-01-15 10:00;6.5
7067;Home Alone;Comedy;Chris Columbus;1990;103;0;2020-01-14 13:00;8.0
7068;Mad Max 2;Action;George Miller;1981;96;12;2020-01-14 10:30;7.0
7069;Secrets & Lies;Comedy;Mike Leigh;1996;136;0;2020-01-13 17:00;8.5
7070;Lock, Stock and Two Smoking Barrels;Action;Guy Ritchie;1998;107;12;2020-01-13 14:30;8.0
7071;The Longest Day;Action;Ken Annakin;1962;178;0;2020-01-13 10:30;6.5
7072;The Nightmare Before Christmas;Animation;Henry Selick;1993;76;0;2020-01-12 17:30;8.0
7073;Ford v Ferrari;Action;James Mangold;2019;152;12;2020-01-12 14:00;8.5
7074;Ran;Action;Akira Kurosawa;1985;162;0;2020-01-12 10:30;7.5
7075;Mary Poppins;Comedy;Robert Stevenson;1964;139;0;2020-01-11 19:30;9.5
7076;October Sky;Biography;Joe Johnston;1999;108;6;2020-01-11 16:30;6.5
7077;Mad Max 2;Action;George Miller;1981;96;12;2020-01-11 14:00;6.5
7078;Zulu;Drama;Cy Endfield;1964;138;0;2020-01-11 10:30;8.0
7079;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;2020-01-10 14:00;7.5
7080;Casino;Crime;Martin Scorsese;1995;178;12;2020-01-10 10:00;8.5
7081;Casino;Crime;Martin Scorsese;1995;178;12;2020-01-09 16:30;7.5
7082;Mad Max 2;Action;George Miller;1981;96;12;2020-01-09 14:00;6.5
7083;Ford v Ferrari;Action;James Mangold;2019;152;12;2020-01-09 10:30;7.0
7084;Cat on a Hot Tin Roof;Drama;Richard Brooks;1958;108;12;2020-01-08 12:30;6.5
7085;Frankenstein;Drama;James Whale;1931;70;12;2020-01-08 10:30;8.5
7086;To Kill a Mockingbird;Crime;Robert Mulligan;1962;129;0;2020-01-07 16:30;7.0
7087;A Few Good Men;Drama;Rob Reiner;1992;138;0;2020-01-07 13:30;8.0
7088;Avengers: Infinity War;Action;Anthony Russo;2018;149;12;2020-01-07 10:30;7.5
7089;Avengers: Infinity War;Action;Anthony Russo;2018;149;12;2020-01-06 13:00;8.0
7090;Home Alone;Comedy;Chris Columbus;1990;103;0;2020-01-06 10:30;8.0
7091;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;2020-01-05 20:00;10.0
7092;Withnail & I;Comedy;Bruce Robinson;1987;107;16;2020-01-05 17:00;8.5
7093;Ran;Action;Akira Kurosawa;1985;162;0;2020-01-05 13:30;7.5
7094;Ran;Action;Akira Kurosawa;1985;162;0;2020-01-05 10:00;8.5
7095;Lola rennt;Crime;Tom Tykwer;1998;81;12;2020-01-04 16:00;6.5
7096;Lola rennt;Crime;Tom Tykwer;1998;81;12;2020-01-04 13:30;8.5
7097;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;2020-01-04 10:30;8.0
7098;Ran;Action;Akira Kurosawa;1985;162;0;2020-01-03 10:30;7.5
7099;American History X;Drama;Tony Kaye;1998;119;16;2020-01-02 13:00;8.0
7100;Gattaca;Drama;Andrew Niccol;1997;106;12;2020-01-02 10:30;7.0
7101;To Kill a Mockingbird;Crime;Robert Mulligan;1962;129;0;2020-01-01 13:30;6.5
7102;Zulu;Drama;Cy Endfield;1964;138;0;2020-01-01 10:00;7.0
7103;Lola rennt;Crime;Tom Tykwer;1998;81;12;2019-12-31 14:00;6.5
7104;The Longest Day;Action;Ken Annakin;1962;178;0;2019-12-31 10:00;8.5
7105;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2019-12-30 17:00;6.5
7106;Ran;Action;Akira Kurosawa;1985;162;0;2019-12-30 13:30;8.5
7107;A Few Good Men;Drama;Rob Reiner;1992;138;0;2019-12-30 10:30;6.5
7108;To Kill a Mockingbird;Crime;Robert Mulligan;1962;129;0;2019-12-29 19:30;9.5
7109;Ran;Action;Akira Kurosawa;1985;162;0;2019-12-29 16:00;6.5
7110;Zulu;Drama;Cy Endfield;1964;138;0;2019-12-29 13:00;7.0
7111;Tombstone;Action;George P. Cosmatos;1993;130;16;2019-12-29 10:00;8.5
7112;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2019-12-28 19:00;9.5
7113;A Few Good Men;Drama;Rob Reiner;1992;138;0;2019-12-28 16:00;8.0
7114;A Night at the Opera;Comedy;Sam Wood;1935;96;12;2019-12-28 13:30;8.0
7115;Tombstone;Action;George P. Cosmatos;1993;130;16;2019-12-28 10:30;7.5
7116;To Kill a Mockingbird;Crime;Robert Mulligan;1962;129;0;2019-12-27 12:30;8.0
7117;Gattaca;Drama;Andrew Niccol;1997;106;12;2019-12-27 10:00;8.5
7118;Tombstone;Action;George P. Cosmatos;1993;130;16;2019-12-26 13:30;6.5
7119;Dom za vesanje;Comedy;Emir Kusturica;1988;142;16;2019-12-26 10:00;7.5
7120;Green Book;Biography;Peter Farrelly;2018;130;12;2019-12-25 10:00;7.0
7121;The Sixth Sense;Drama;M. Night Shyamalan;1999;107;12;2019-12-24 15:00;8.0
7122;Lola rennt;Crime;Tom Tykwer;1998;81;12;2019-12-24 13:00;8.0
7123;Green Book;Biography;Peter Farrelly;2018;130;12;2019-12-24 10:00;7.5
7124;The Longest Day;Action;Ken Annakin;1962;178;0;2019-12-23 10:30;8.0
7125;Green Book;Biography;Peter Farrelly;2018;130;12;2019-12-22 20:30;9.5
7126;Tombstone;Action;George P. Cosmatos;1993;130;16;2019-12-22 17:30;7.0
7127;Secrets & Lies;Comedy;Mike Leigh;1996;136;0;2019-12-22 14:00;7.0
7128;Secrets & Lies;Comedy;Mike Leigh;1996;136;0;2019-12-22 10:30;7.5
7129;Home Alone;Comedy;Chris Columbus;1990;103;0;2019-12-21 20:30;9.5
7130;Casino;Crime;Martin Scorsese;1995;178;12;2019-12-21 16:30;8.5
7131;Casino;Crime;Martin Scorsese;1995;178;12;2019-12-21 12:30;8.5
7132;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;2019-12-21 10:00;8.5
7133;The Longest Day;Action;Ken Annakin;1962;178;0;2019-12-20 10:00;7.5
7134;The Princess Bride;Adventure;Rob Reiner;1987;98;0;2019-12-19 13:00;7.5
7135;Tombstone;Action;George P. Cosmatos;1993;130;16;2019-12-19 10:00;7.0
7136;Mad Max 2;Action;George Miller;1981;96;12;2019-12-18 13:30;7.0
7137;Green Book;Biography;Peter Farrelly;2018;130;12;2019-12-18 10:30;7.5
7138;Secrets & Lies;Comedy;Mike Leigh;1996;136;0;2019-12-17 13:30;8.5
7139;The Magnificent Seven;Action;John Sturges;1960;128;12;2019-12-17 10:30;7.5
7140;Breaking the Waves;Drama;Lars von Trier;1996;159;16;2019-12-16 16:00;7.5
7141;American History X;Drama;Tony Kaye;1998;119;16;2019-12-16 13:00;7.0
7142;A Few Good Men;Drama;Rob Reiner;1992;138;0;2019-12-16 10:00;8.5
7143;The Longest Day;Action;Ken Annakin;1962;178;0;2019-12-15 16:30;8.0
7144;Avengers: Infinity War;Action;Anthony Russo;2018;149;12;2019-12-15 13:00;6.5
7145;American History X;Drama;Tony Kaye;1998;119;16;2019-12-15 10:00;7.0
7146;Zulu;Drama;Cy Endfield;1964;138;0;2019-12-14 19:30;9.0
7147;Secrets & Lies;Comedy;Mike Leigh;1996;136;0;2019-12-14 16:30;6.5
7148;Avengers: Infinity War;Action;Anthony Russo;2018;149;12;2019-12-14 13:00;8.5
7149;Fear and Loathing in Las Vegas;Adventure;Terry Gilliam;1998;118;16;2019-12-14 10:00;6.5
7150;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;2019-12-13 15:30;6.5
7151;The Nightmare Before Christmas;Animation;Henry Selick;1993;76;0;2019-12-13 13:30;6.5
7152;Fear and Loathing in Las Vegas;Adventure;Terry Gilliam;1998;118;16;2019-12-13 10:30;7.5
7153;Trois couleurs: Rouge;Drama;Krzysztof Kieslowski;1994;99;0;2019-12-12 16:30;6.5
7154;The Boondock Saints;Action;Troy Duffy;1999;108;16;2019-12-12 13:30;8.5
7155;The Sixth Sense;Drama;M. Night Shyamalan;1999;107;12;2019-12-12 10:30;8.0
7156;Home Alone;Comedy;Chris Columbus;1990;103;0;2019-12-11 10:30;8.0
7157;Miller's Crossing;Crime;Joel Coen;1990;115;16;2019-12-10 10:30;6.5
7158;Breaking the Waves;Drama;Lars von Trier;1996;159;16;2019-12-09 16:30;8.0
7159;Zulu;Drama;Cy Endfield;1964;138;0;2019-12-09 13:00;7.0
7160;Anand;Drama;Hrishikesh Mukherjee;1971;122;0;2019-12-09 10:00;7.0
7161;La passion de Jeanne d'Arc;Biography;Carl Theodor Dreyer;1928;110;12;2019-12-08 16:00;8.5
7162;Anand;Drama;Hrishikesh Mukherjee;1971;122;0;2019-12-08 13:00;8.0
7163;Trois couleurs: Rouge;Drama;Krzysztof Kieslowski;1994;99;0;2019-12-08 10:30;7.0
7164;Gattaca;Drama;Andrew Niccol;1997;106;12;2019-12-07 18:30;9.5
7165;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;2019-12-07 15:30;8.5
7166;The Nightmare Before Christmas;Animation;Henry Selick;1993;76;0;2019-12-07 13:30;7.5
7167;The Message;Biography;Moustapha Akkad;1976;177;6;2019-12-07 10:00;7.5
7168;Bonnie and Clyde;Action;Arthur Penn;1967;111;12;2019-12-06 10:30;8.0
7169;The Sixth Sense;Drama;M. Night Shyamalan;1999;107;12;2019-12-05 13:30;7.5
7170;American History X;Drama;Tony Kaye;1998;119;16;2019-12-05 10:30;6.5
7171;The Longest Day;Action;Ken Annakin;1962;178;0;2019-12-04 16:00;8.0
7172;Avengers: Infinity War;Action;Anthony Russo;2018;149;12;2019-12-04 12:30;7.0
7173;Home Alone;Comedy;Chris Columbus;1990;103;0;2019-12-04 10:00;8.0
7174;Gattaca;Drama;Andrew Niccol;1997;106;12;2019-12-03 15:30;7.5
7175;Gattaca;Drama;Andrew Niccol;1997;106;12;2019-12-03 13:00;8.5
7176;The Sixth Sense;Drama;M. Night Shyamalan;1999;107;12;2019-12-03 10:00;7.0
